leader_validator,mev_entity_id,slots_seen,entity_rank
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","3YX7PQuESmR2h95FDgjahEQjyCBhmY1Ts2MsrM1Kg9DS","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","49j9bnkdgVNxLwsZ9h88sPR5MYEmsUyKrrJ6ZW8ijBrb","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","CPcDFHCAKkr5Kp9T5aQWJhXV5J6iFj141NMQ87L6poPL","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","CpgSfd6QUoBw1267rTtJoZhELqC5q7isKLojBifSbNEE","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Crg1X8FftV44NmwfFvgREjanBQmyyS7NEu6duLU7Cyy6","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","CVgwMrWo9chKEuEPCe6Za9KJe8jamnAcoeWzaMeNubr6","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","CwhdMezLucz7bcuWzStpLXgrzKGC2tBBiaVmJZjfprRN","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","D1A4F2yh38JLQExKjDiCi4G2tCMwj93c3sikseSSePKe","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DCKyEmMENQMtLXgbmUoHRmgP9XdJ9HsR5WxrKnSDCzKA","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DDnAqxJVFo2GVTujibHt5cjevHMSE9bo8HJaydHoshdp","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Diman2GphWLwECE3swjrAEAJniezpYLxK1edUydiDZau","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DRFh448Zz6AaHLJPZTgSw4fwv3eu776Db5RYEY4BqT7X","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","dst2u7mXMyDvb14cSErRNA1mxH1d5VXbSXgZ3DKE9xH","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DtY5Bzxd75iWQRvKwM2xLUxqwLT1RRoeNwmVvgS2JANA","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DZKTNGR3r4Akj3G42ReZatKhkmgEXoZjk5Ed2tFwRyqm","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","DZVySotZvrvJyVAcgjFtUDm93zoCaq9wBruMAUz83CWW","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","E4xNK4UwGnMtkdiUPyx13i6NkFDdW9Gw9NFGY93wEdGZ","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EATpCzQNs8BzZh1mx1hXMAJm3o1MLXakTXr4UEmcsY7f","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EdGevanA2MZsDpxDXK6b36FH7RCcTuDZZRcc6MEyE9hy","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EfPYQ4BUMiKa6736qqrtnCBGkUSRDGSr1WvtyUgWHuyp","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","ELE1xBTfmHB7vuhSH94q23r6j3tuvTXYTqgm1u4uzMLk","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","ES1M3tMZ4rMTJ3apE75cHfeGWizDTrMMXy2zKtWkd38R","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EtoMApqP2h1vVm9XLTTp5HERNezm5btkqrdAGQ9fZRnp","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","ETuPS3kRfLufz5VSYN2ZrePoEVSZSpgVPKz3MUZpYe3x","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EUDis6LJeJzDHTEBgfHGQyjHp63XZkGkx4E69xunC2Ej","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EWARp8Syq8cTWGWHtP5LT9fKAn5GvXfSCH8LfAwpgQ6m","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Ex1AxFCipXGfSxgvXPPT3nPQUARddCduHwKR6jHiXAaT","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Ey3DkEVbfBxfWmkTsG7Hqj7jshYf5Zx9H8462Zjjkykf","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","EydLxzdWfD434DDxZYXkTcajvK5VKH7p6CofEDCRUkJ4","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","eyeYaqg9e2L6xw7YwsSLm27eWJfhLNAm6ETQm8TXNoK","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","F3tdN8SoakjEPb743VY18YyKJWYHo6rojV3nkas5YJh8","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Fb77sbwgXmtjmkjkaoSckGp5yg3nqdtD8zf1dyxxiCSf","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FCWkGAHDWK41ANjiaoPudkCZRkvTecaEkoZQugezUnpr","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FdH9QEQBxPQfaF2JpcjgdfcMnDb7rjZkCDRCWLRjTQwj","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","fdzip81euDS8jEZHx5H1mn27zGVMLzkgpQuzYRBfBYG","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FoigPJ6kL6Gth5Er6t9d1Nkh96Skadqw63Ciyjxc1f8H","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Frog1Fks1AVN8ywFH3HTFeYojq6LQqoEPzgQFx2Kz5Ch","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FSVdqBzx5D4UsqBLnvmH5dFx2dCm1pTPAbQWJ1PYzTJ2","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FSyAsxcE7g8pSSEu5nx7Hkz44rMZiYio5Wz8Lszh3Nbi","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FyLVPAKkgdAy8Gn9jnFYN5yjC1ubQWRkw2EHt2UnC8uA","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","G4GT8z4AKWNoy3x6nuzxW83UfFXLXzrwn7DZQt4GvWdU","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","gangtCrQg5RmKf5yxvhvZThPugPX58pDSdQ5UuS26vN","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Gd33fENP1XsBimff41s1EWrs2kmqfGQqEJ5CQPQB3Jwy","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","GwHH8ciFhR8vejWCqmg8FWZUCNtubPY2esALvy5tBvji","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","h3ZXAE168mNxsszYYrUfkMVSCWx6DU2Uvrx97Kb1Nch","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","H8fHToVcZPi5bupGZohGPX2SWs8NHzgFKQ31wi5n6oux","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","H9ENbtmy2tWFtAJNmpC8xQtbcr1NTp4FXLdphRaG8L2T","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","H9METtoxNp2PhcDNxXwqpzBarJw9zJezhzdDEFgBqv8w","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HcZvwZ83PfjrQDiq3GLHxisTs17aGURs6bJ2LwtmL4qv","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HFTcVVrX93SJwYHAiiHAssb3c4zXqSsF4mNjg5arGPEj","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HH5dA42XF1HxNk1TRpG6LuKfLViMYNdAz5iWrFM4hWFi","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Hj2jzpAp57KyM3SmnYwJbDVrQ8tTWizMon2hhzYzwxet","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HkeGtr3nqfrm76gXiXij8KsyE6b9HK2vGFNJFEvBYESB","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HLnodbYkL5PFA8hjAZDkm5pGzV7eLTvcs671AW2L6St9","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HLXxkmjb47spcmbbKi3UCfZ2qmFY29t8MN562AEmh2Qh","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HMWXfjaeSHhww1wvdBhqhHVP9v96mFB4LJ9xP2MXbDGH","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","huinBRP3muBuqZLMW8ARjdn4mBnEmFFcxiBzrkQz553","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HW4zorvt6xDwhU36RqjcWNwU8YMj9tiqnAafBKW4cqV","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","hykfH9jUQqe2yqv3VqVAK5AmMYqrmMWmdwDcbfsm6My","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","HzrEstnLfzsijhaD6z5frkSE2vWZEH5EUfn3bU9swo1f","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","JC7bH7HSZoDhwggBXtRF31cVt71WiizY2J6YDDQfG5er","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","juigBT2qetpYpf1iwgjaiWTjryKkY3uUTVAnRFKkqY6","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","KAW1LjxH73tRBd1XsaqsRsgeERFkg4WpdXUSqR4QjkW","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","kyzzzgRymGpePUsLyr48kQHt53kh5CSfRH1qfvz1xgj","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","LA1NEzryoih6CQW3gwQqJQffK2mKgnXcjSQZSRpM3wc","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","Lake8NXDThihebhxS3Js7mFnj9fthmus93zEdsFNrsL","4","1"
"6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8","LFGGGJtnBLvq78DyMz1gTeedM6f8owck76qHThDABBC","4","1"
